Country,Year,CO2_total,CO2_coal,CO2_oil,CO2_gas,CO2_cement,GDP,Population,Primary_energy,Energy_intensity,Urban_population_pct,Trade_share_GDP,GDP_growth_annual,GDP_lag1,GDP_lag2,Energy_intensity_lag1,Energy_intensity_lag2
Germany,2037,612.9581700934214,160.48798611123732,252.247716704098,181.21580021232268,19.006667065763438,5133512251830.188,91680683.99043502,4130.94397084805,0.8064944756497903,77.53783430692143,86.60625351212802,8.280638469354148,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2038,607.3899526163842,155.22398016678872,251.13782675059997,181.6869612928747,19.34118440612087,5217188501535.02,92157423.54718529,4146.228463540188,0.7965745935992978,77.55334187378281,86.6668778895865,8.880156694535389,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2039,602.0063905741201,150.13263361731805,250.0328203128973,182.15934739223616,19.6815892516686,5302228674110.04,92636642.14963068,4161.569508855288,0.7867767260980265,77.56885254215757,86.7275447041092,9.523080039219751,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2040,596.8019060561445,145.20828323467,248.9326759035206,182.632961695456,20.027985222497968,5388655001498.033,93118352.68880875,4176.967316038053,0.7770993723670208,77.584366312666,86.78825398540208,10.212551034059262,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2041,591.7711088323961,140.44545154457282,247.83737212954512,183.1078073958641,20.38047776241393,5476490078022.451,93602568.12279058,4192.422095107394,0.7675410500869064,77.59988318592853,86.84900576319185,10.951939728925153,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2042,586.9087902922118,135.8388407339108,246.74688769217516,183.58388769509335,20.739174171032417,5565756866294.217,94089301.4770291,4207.934056859292,0.7581002951708375,77.61540316256571,86.90980006722609,11.744860165299334,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2043,582.2099175837113,131.38332675783855,245.6612013863296,184.06120580310065,21.10418363644259,5656478703214.8125,94578565.84470966,4223.503412869671,0.7487756615402362,77.63092624319822,86.97063692727313,12.595188041267006,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2044,577.6696279470439,127.07395364018144,244.5802921002297,184.53976493818868,21.47561726844398,5748679306077.214,95070374.38710216,4239.130375497289,0.7395657209032913,77.64645242844685,87.03151637312222,13.507079655454737,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2045,573.2832232351687,122.90592796078349,243.50413881498872,185.019568327028,21.8535881323686,5842382778766.272,95564740.3339151,4254.815157886629,0.7304690625361808,77.66198171893254,87.0924384345834,14.48499222250966,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2046,569.046164616049,118.87461352366977,242.4327206042028,185.50061920467823,22.238211283498284,5937613618060.162,96061676.98365147,4270.55797397081,0.7214842930669858,77.67751411527632,87.1534031414876,15.53370565941936,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2047,564.954067450336,114.97552620009338,241.3660166335443,185.9829208146104,22.629603802087857,6034396720034.543,96561197.70396648,4286.359038474502,0.7126100362622619,77.69304961809938,87.21441052368664,16.658345949161323,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2048,561.00269633882,111.20432894073032,240.3040061603567,186.4664764087284,23.02788482900461,6132757386571.105,97063315.9320271,4302.2185669168575,0.7038449328162362,77.708588228023,87.2754606110532,17.864410195880602,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2049,557.1879603341117,107.55682695147436,239.24666853325112,186.95128924739103,23.43317560199509,6232721331972.215,97568045.17487364,4318.13677561445,0.6951876401425965,77.72412994566861,87.33655343348093,19.15779349406236,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
Germany,2050,553.5059083111952,104.028963027466,238.19398319170483,187.43736259943427,23.845599492590203,6334314689683.362,98075399.009783,4334.113881684224,0.6866368321688425,77.73967477165775,87.39768902088436,20.54481774303247,3637265039360.0,3566759400789.333,1.0386666666666666,1.062
