GDP,Population,Primary_energy,Energy_intensity,Urban_population_pct,Trade_share_GDP,GDP_growth_annual,GDP_lag1,GDP_lag2,Energy_intensity_lag1,Energy_intensity_lag2,CO2_coal,CO2_oil,CO2_gas,CO2_cement,Year,CO2_total
19972041599877.12,1412605593.7306666,34973.94011999999,1.8263333333333334,58.0141432,36.16144516091903,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,7019.9899,1430.587,486.359,753.439,2018,9690.3749
20371482431874.664,1421081227.2930505,34274.46131759999,1.8263333333333334,59.32526283632,34.32444374674434,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6879.590101999999,1430.587,486.359,753.439,2019,9549.975102
20778912080512.156,1429607714.6568089,33588.97209124799,1.8263333333333334,60.66601377642083,32.580762004409735,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6741.998299959999,1430.587,486.359,753.439,2020,9412.38329996
21194490322122.4,1438185360.9447498,32917.19264942303,1.8263333333333334,62.03706568776794,30.92565929458572,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6607.158333960799,1430.587,486.359,753.439,2021,9277.543333960799
21618380128564.848,1446814473.1104183,32258.848796434566,1.8263333333333334,63.43910337231149,29.354635802420766,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6475.015167281583,1430.587,486.359,753.439,2022,9145.400167281583
22050747731136.145,1455495359.949081,31613.671820505875,1.8263333333333334,64.87282710852573,27.863420303657794,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6345.514863935951,1430.587,486.359,753.439,2023,9015.899863935952
22491762685758.867,1464228332.1087754,30981.398384095755,1.8263333333333334,66.33895300117841,26.447958552231977,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6218.604566657232,1430.587,486.359,753.439,2024,8888.989566657232
22941597939474.047,1473013702.101428,30361.77041641384,1.8014200769499826,67.83821333900504,25.104402257778595,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6094.232475324087,1409.128195,486.359,748.3995258061294,2025,8738.119196130217
23400429898263.527,1481851784.3140366,29754.535008085564,1.776846665616982,69.37135696046654,23.829098623083443,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5972.347825817606,1387.991272075,486.359,743.3937587871606,2026,8590.091856679766
23868438496228.797,1490742895.0199208,29159.44430792385,1.7526084634627104,70.93914962777308,22.618580413030806,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5852.900869301253,1367.171402993875,486.359,738.4214734882945,2027,8444.852745783423
24345807266153.375,1499687352.3900404,28576.255421765374,1.7287008978540899,72.54237440936075,21.46955652804884,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5735.842851915228,1346.6638319489668,486.359,733.4824459627164,2028,8302.34812982691
24832723411476.44,1508685476.5043807,28004.730313330067,1.7051194585339395,74.1818320710123,20.37890305642396,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5621.125994876923,1326.4638744697322,486.359,728.5764537615082,2029,8162.525323108164
25329377879705.97,1517737589.363407,27444.635707063466,1.6818596967700978,75.85834147581717,19.343654781157625,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5508.703474979385,1306.5669163526861,440.2727391460997,723.7032759236305,2030,7979.246406401801
25835965437300.09,1526844014.8995874,26895.742992922194,1.658917224516151,77.57273999317063,18.360997118274817,6.83340160557481,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,5398.529405479797,1286.9684126073957,398.5535064329221,718.8626929659702,2031,7802.914017486086
