GDP,Population,Primary_energy,Energy_intensity,Urban_population_pct,Trade_share_GDP,GDP_growth_annual,GDP_lag1,GDP_lag2,Energy_intensity_lag1,Energy_intensity_lag2,CO2_coal,CO2_oil,CO2_gas,CO2_cement,Year,CO2_total
20954979333518.133,1412605593.7306666,36401.44788,1.7404956666666667,58.0141432,36.16144516091903,6.635916299173698,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,7083.026544,1484.2340125,539.9557618,754.7198463,2018,9861.936164600002
22426018882731.105,1421081227.2930505,37129.4768376,1.6586923703333332,59.32526283632,34.32444374674434,6.444138318127578,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,7003.696646707201,1539.89278796875,599.4588867503601,756.00287003871,2019,9899.051191465021
24000325408298.83,1429607714.6568089,37872.066374352,1.5807338289276665,60.66601377642083,32.580762004409735,6.257902720733691,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6925.25524426408,1597.6387675175783,665.5192560702498,757.2880749177758,2020,9945.701342769684
25685148251961.406,1438185360.9447498,38629.50770183904,1.5064393389680661,62.03706568776794,30.92565929458572,6.077049332104487,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6847.692385528322,1657.5502212994877,738.8594780891913,758.5754646451361,2021,10002.677549562137
27488245659249.098,1446814473.1104183,39402.09785587582,1.435636690036567,63.43910337231149,29.354635802420766,5.901422606406667,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6770.998230810405,1719.7083545982186,820.2817925746202,759.8650429350329,2022,10070.853420918278
29417920504528.387,1455495359.949081,40190.13981299334,1.3681617656048481,64.87282710852573,27.863420303657794,5.730871493081515,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6695.163050625329,1784.197417895652,910.6768461163434,761.1568135080224,2023,10151.194128145347
31483058523946.28,1464228332.1087754,40993.9426092532,1.3038581626214203,66.33895300117841,26.447958552231977,5.565249306931459,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6620.177224458325,1851.104821066739,1011.0334345583645,762.4507800909861,2024,10244.766260174416
33693169232327.312,1473013702.101428,41813.82146143827,1.2425768289782135,67.83821333900504,25.104402257778595,5.4044136019611395,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6546.0312395443925,1920.5212518567419,1122.4493190466965,763.7469464171407,2025,10352.748756864972
36058429712436.69,1481851784.3140366,42650.097890667035,1.1841757180162376,69.37135696046654,23.829098623083443,5.2482260488644625,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6472.715689661495,1992.5407988013699,1246.1432340056424,765.0453162260499,2026,10476.445038694555
38589731478249.74,1490742895.0199208,43503.09984848038,1.1285194592694743,70.93914962777308,22.618580413030806,5.096552316052279,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6400.221273937286,2067.2610787564213,1383.4682183930643,766.3458932636341,2027,10617.296464350406
41298730628022.875,1499687352.3900404,44373.161845449984,1.075479044683809,72.54237440936075,21.46955652804884,4.949261954118368,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6328.538795669188,2144.7833692097875,1535.92641605998,767.6486812821823,2028,10776.897262221139
44197901518110.086,1508685476.5043807,45260.62508235899,1.0249315295836698,74.1818320710123,20.37890305642396,4.806228283644347,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6257.659161157693,2225.2127455551545,1705.18550710979,768.9536840403621,2029,10957.011097863
47300594204681.414,1517737589.363407,46165.83758400617,0.9767597476932374,75.85834147581717,19.343654781157625,4.667328286247026,18316961076565.332,17110212280320.0,1.9183333333333332,2.0253333333333328,6187.573378552727,2308.658223513473,1893.096949993289,770.2609053032307,2030,11159.58945736272
