Year,CO2_total,CO2_coal,CO2_oil,CO2_gas,CO2_cement,Primary_energy,Energy_intensity,Population,GDP,Urban_population_pct,Trade_share_GDP,GDP_growth_annual
2018.0,9861.936164600002,7083.026544,1484.2340125,539.9557618,754.7198463,37382.37066,1.671562,1420828870.452,22361148011157.914,59.269895999999996,35.88298689626749,6.700590000000126
2019.0,9899.051191465021,7003.696646707201,1539.89278796875,599.4588867503601,756.00287003871,38130.0180732,1.592998586,1429353843.674712,23930900601541.2,60.609395649599996,34.0601311619371,6.5069429490001225
2020.0,9945.701342769684,6925.25524426408,1597.6387675175783,665.5192560702498,757.2880749177758,38892.618434664,1.5181276524579999,1437929966.7367601,25610849823769.39,61.97916799128095,32.3298764989107,6.318892297774019
2021.0,10002.677549562137,6847.692385528322,1657.5502212994877,738.8594780891913,758.5754646451361,39670.47080335728,1.4467756527924738,1446557546.5371807,27408731481398.004,63.3798971878839,30.687518772766037,6.136276310368349
2022.0,10070.853420918278,6770.998230810405,1719.7083545982186,820.2817925746202,759.8650429350329,40463.88021942443,1.3787771971112275,1455236891.8164039,29332824431392.145,64.81228286433007,29.128592819109524,5.958937924998704
2023.0,10151.194128145347,6695.163050625329,1784.197417895652,910.6768461163434,761.1568135080224,41273.157823812915,1.3139746688469998,1463968313.1673024,31391988706475.875,66.27704045706393,27.64886030389876,5.786724618966241
2024.0,10244.766260174416,6620.177224458325,1851.104821066739,1011.0334345583645,762.4507800909861,42098.620980289175,1.2522178594111908,1472752123.0463061,33595706313670.484,67.77490157139357,26.244298200460705,5.6194882774781165
2025.0,10352.748756864972,6546.0312395443925,1920.5212518567419,1122.4493190466965,763.7469464171407,42940.59339989496,1.1933636200188649,1481588635.784584,35954124896890.16,69.30661434690707,24.9110878518773,5.4570850662589985
2026.0,10476.445038694555,6472.715689661495,1992.5407988013699,1246.1432340056424,765.0453162260499,43799.405267892864,1.1372755298779782,1490478167.5992916,38478104464651.84,70.87294383114717,23.645604589001934,5.299375307844113
2027.0,10617.296464350406,6400.221273937286,2067.2610787564213,1383.4682183930643,766.3458932636341,44675.39337325072,1.0838235799737133,1499421036.6048872,41179267398070.41,72.4746723617311,22.444407875880636,5.146223361447418
2028.0,10776.897262221139,6328.538795669188,2144.7833692097875,1535.92641605998,767.6486812821823,45568.901240715735,1.0328838717149487,1508417562.8245165,44070051969414.95,74.11259995710621,21.3042319557859,4.997497506301587
2029.0,10957.011097863,6257.659161157693,2225.2127455551545,1705.18550710979,768.9536840403621,46480.27926553005,0.984338329744346,1517468068.2014637,47163769617667.88,75.78754471613681,20.22197697243198,4.853069828369471
2030.0,11159.58945736272,6187.573378552727,2308.658223513473,1893.096949993289,770.2609053032307,47409.88485084065,0.9380744282463617,1526572876.6106725,50474666244828.17,77.5003432267215,19.194700542232436,4.712816110329594
2031.0,11386.79204633296,6118.272556712936,2395.232906895228,2101.7162338825497,771.5703488422463,48358.08254785746,0.8939849301187827,1535732313.8703365,54017987815215.11,79.2518509836454,18.219609754687028,4.576615724741068
2032.0,11641.009426273236,6049.747904077752,2485.054140903799,2333.3253628564066,772.8820184352782,49325.24419881461,0.8519676384031999,1544946707.7535586,57810050559843.21,81.04294281587578,17.294053579148926,4.444351530296052
2033.0,11924.888134449575,5981.990727552081,2578.2436711876917,2590.457817843183,774.1959178666182,50311.749082790906,0.8119251593982495,1554216388.00008,61868316109144.2,82.87451332351456,16.41551565732816,4.315909771070496
2034.0,12241.35856055722,5914.992431403498,2674.9278088572305,2875.926269369502,775.5120509269915,51317.984064446726,0.7737646769065317,1563541686.3280807,66211471900006.125,84.74747732462599,15.58160746193589,4.1911799786865584
2035.0,12593.665883528745,5848.744516171779,2775.237601689377,3192.853344254021,776.8304214135674,52344.34374573566,0.7373977370919247,1572922936.4460492,70859517227386.56,86.66277031216254,14.790061802869548,4.070054877302517
2036.0,12985.404405264168,5783.238577590655,2879.3090117527286,3544.7057827908143,778.1510331299704,53391.23062065038,0.7027400434486042,1582360474.0647254,75833855336749.11,88.6213489212174,14.038726663283775,3.952430291348474
2037.0,13420.55565515575,5718.46630552164,2987.2830996934563,3935.332360054362,779.4738898862914,54459.05523306339,0.6697112614065197,1591854636.9091136,81157391981388.9,90.62419140683691,13.32555934878896,3.838205055928503
2038.0,13903.530680463211,5654.419482899797,3099.306215931961,4369.005986132353,780.7989954990982,55548.23633772466,0.6382348321204132,1601405764.7305684,86854640898482.4,92.67229813263143,12.648620933870482,3.727280929812169
2039.0,14439.216983316315,5591.089984691319,3215.53019902941,4850.470445804139,782.1263537914467,56659.20106447915,0.6082377950107538,1611014199.3189518,92951836689555.88,94.76669207042889,12.006070990429862,3.619562510940597
2040.0,15033.030615880438,5528.469776862777,3336.1125814930133,5384.992288931755,783.4559685928922,57792.385085768736,0.5796506186452484,1620680284.5148656,99477055625162.7,96.90841931122058,11.396162584116025,3.5149571543744136
2041.0,15690.974001572447,5466.550915361913,3461.2168032990016,5978.418439172035,784.7878437395001,58948.232787484114,0.5524070395689217,1630404366.2219548,106460344930049.12,99.09854958765416,10.817237524842932,3.413374892612993
2042.0,16419.700112775223,5405.32554510986,3591.0124334227144,6637.240151168793,786.1219830738572,60127.197443233796,0.5264439087091823,1640186792.4192865,113933861144138.58,101.33817680833513,10.267721858580911,3.3147283582164775
2043.0,17226.583704953373,5344.78589900463,3725.6753996760663,7368.664015827595,787.4583904450828,61329.74139209847,0.5017010449998508,1650027913.1738021,121932018196457.11,103.6284196042035,9.746121588165002,3.2189327086640214
