Year,CO2_total,CO2_coal,CO2_oil,CO2_gas,CO2_cement,Primary_energy,Energy_intensity,Population,GDP,Urban_population_pct,Trade_share_GDP,GDP_growth_annual
2018.0,9720.27563372,6941.36601312,1484.2340125,539.9557618,754.7198463,37382.37066,1.671562,1420828870.452,22361148011157.914,59.269895999999996,35.88298689626749,6.700590000000126
2019.0,9621.704804255416,6726.350259497595,1539.89278796875,599.4588867503601,756.00287003871,38130.0180732,1.592998586,1429353843.674712,23930900601541.2,60.609395649599996,34.0601311619371,6.5069429490001225
2020.0,9538.440932365002,6517.994833859398,1597.6387675175783,665.5192560702498,757.2880749177758,38892.618434664,1.5181276524579999,1437929966.7367601,25610849823769.39,61.97916799128095,32.3298764989107,6.318892297774019
2021.0,9471.078589919585,6316.093425885769,1657.5502212994877,738.8594780891913,758.5754646451361,39670.47080335728,1.4467756527924738,1446557546.5371807,27408731481398.004,63.3798971878839,30.687518772766037,6.136276310368349
2022.0,9420.301306033401,6120.446115925531,1719.7083545982186,820.2817925746202,759.8650429350329,40463.88021942443,1.3787771971112275,1455236891.8164039,29332824431392.145,64.81228286433007,29.128592819109524,5.958937924998704
2023.0,9386.890254558639,5930.859177038621,1784.197417895652,910.6768461163434,761.1568135080224,41273.157823812915,1.3139746688469998,1463968313.1673024,31391988706475.875,66.27704045706393,27.64886030389876,5.786724618966241
2024.0,9371.733918886763,5747.144883170672,1851.104821066739,1011.0334345583645,762.4507800909861,42098.620980289175,1.2522178594111908,1472752123.0463061,33595706313670.484,67.77490157139357,26.244298200460705,5.6194882774781165
2025.0,9341.922601585695,5569.121323269577,1891.7134330788906,1122.4493190466965,758.6385261905311,42940.59339989496,1.1770847878465194,1481588635.784584,35954124896890.16,69.30661434690707,24.9110878518773,5.4570850662589985
2026.0,9330.813685242258,5396.612221159979,1933.2128965170589,1246.1432340056424,754.8453335595785,43799.405267892864,1.1064597005757282,1490478167.5992916,38478104464651.84,70.87294383114717,23.645604589001934,5.299375307844113
2027.0,9339.608840716573,5229.446760997327,1975.622754434402,1383.4682183930643,751.0711068917807,44675.39337325072,1.0400721185411845,1499421036.6048872,41179267398070.41,72.4746723617311,22.444407875880636,5.146223361447418
2028.0,9369.664564155784,5067.459418128675,2018.962978609807,1535.92641605998,747.3157513573218,45568.901240715735,0.9776677914287134,1508417562.8245165,44070051969414.95,74.11259995710621,21.3042319557859,4.997497506301587
2029.0,9422.508453856108,4910.489795192721,2063.2539789530597,1705.18550710979,743.5791726005352,46480.27926553005,0.9190077239429906,1517468068.2014637,47163769617667.88,75.78754471613681,20.22197697243198,4.853069828369471
2030.0,9320.471787796045,4758.382463296832,2108.5166131163423,1713.7114346453388,739.8612767375325,47409.88485084065,0.863867260506411,1526572876.6106725,50474666244828.17,77.5003432267215,19.194700542232436,4.712816110329594
2031.0,9224.200966602742,4610.986808113749,2154.7721963165823,1722.2799918185653,736.1619703538448,48358.08254785746,0.8120352248760263,1535732313.8703365,54017987815215.11,79.2518509836454,18.219609754687028,4.576615724741068
2032.0,9133.571944398629,4468.156880745618,2202.0425113732776,1730.891391777658,732.4811605020756,49325.24419881461,0.7633131113834647,1544946707.7535586,57810050559843.21,81.04294281587578,17.294053579148926,4.444351530296052
2033.0,9048.465675610281,4329.751253207642,2250.349818966529,1739.5458487365463,728.8187546995651,50311.749082790906,0.7175143247004567,1554216388.00008,61868316109144.2,82.87451332351456,16.41551565732816,4.315909771070496
2034.0,8968.767985414686,4195.632878388282,2299.716868120107,1748.2435779802288,725.1746609260673,51317.984064446726,0.6744634652184293,1563541686.3280807,66211471900006.125,84.74747732462599,15.58160746193589,4.1911799786865584
2035.0,8894.369444753385,4065.6689543473262,2350.166906914492,1756.9847958701298,721.548787621437,52344.34374573566,0.6339956573053235,1572922936.4460492,70859517227386.56,86.66277031216254,14.790061802869548,4.070054877302517
2036.0,8825.165249785203,3939.7307928174637,2401.7236934349285,1765.7697198494802,717.9410436833298,53391.23062065038,0.5959559178670041,1582360474.0647254,75833855336749.11,88.6213489212174,14.038726663283775,3.952430291348474
2037.0,8761.05510565245,3817.69369177915,2454.4115069596573,1774.5985684487275,714.3513384649132,54459.05523306339,0.5601985627949838,1591854636.9091136,81157391981388.9,90.62419140683691,13.32555934878896,3.838205055928503
2038.0,8701.943114439744,3699.436811982599,2508.255159393585,1783.471561290971,710.7795817725886,55548.23633772466,0.5265866490272848,1601405764.7305684,86854640898482.4,92.67229813263143,12.648620933870482,3.727280929812169
2039.0,8647.73766720856,3584.843057294626,2563.280006952782,1792.3889190974257,707.2256838637256,56659.20106447915,0.4949914500856477,1611014199.3189518,92951836689555.88,94.76669207042889,12.006070990429862,3.619562510940597
2040.0,8598.351339994495,3473.7989587518673,2619.5119621053086,1801.3508636929128,703.689555444407,57792.385085768736,0.4652919630805088,1620680284.5148656,99477055625162.7,96.90841931122058,11.396162584116025,3.5149571543744136
2041.0,8553.700793658125,3366.1945622055696,2676.977505773994,1810.357618011377,700.171107667185,58948.232787484114,0.43737444529567826,1630404366.2219548,106460344930049.12,99.09854958765416,10.817237524842932,3.413374892612993
2042.0,8513.706677483884,3261.92331944669,2735.703699806911,1819.409406101434,696.670252128849,60127.197443233796,0.41113197857793754,1640186792.4192865,113933861144138.58,101.33817680833513,10.267721858580911,3.3147283582164775
2043.0,8478.29353642508,3160.8819827035095,2795.7181997214257,1828.5064531319408,693.1869008682048,61329.74139209847,0.38646405986326127,1650027913.1738021,121932018196457.11,103.6284196042035,9.746121588165002,3.2189327086640214
